"customer_id","contract_type","prefecture","age","age_group","gender","contract_date","plan_type","monthly_fee","fee_category","device_type","network_type","data_usage_gb","usage_category","call_minutes","payment_method","credit_score","family_size","annual_income","income_category","last_login_date","support_contacts","is_active","churn_risk_score","risk_category","customer_segment"
"16082513","個人","神奈川県","19","Under_30","男性","2022-12-24","プレミアム","10541","Premium_Fee","タブレット","3G","42.8","Heavy_Usage","680","クレジットカード","615","1","14349073","Super_High_Income","2025-07-15","19","false","0.592","High_Risk_Customer","Premium_At_Risk"
"47286525","個人","大阪府","73","Over_60","男性","2018-06-17","ベーシック","2002","Low_Fee","タブレット","4G","26.9","Standard_Usage","800","クレジットカード","740","2","6654558","High_Income","2025-08-24","8","true","0.562","High_Risk_Customer","Entry_Level"
"98448781","法人","神奈川県","57","Age_50s","男性","2025-02-03","エンタープライズ","12478","Premium_Fee","IoTデバイス","4G","15.1","Standard_Usage","49","口座振替","409","5","13844857","Super_High_Income","2025-08-02","20","true","0.064","Stable_Customer","Premium_Stable"
"46681196","個人","福岡県","23","Under_30","男性","2018-11-21","ベーシック","3725","Standard_Fee","フィーチャーフォン","5G","29.9","Standard_Usage","870","請求書払い","459","1","13581510","Super_High_Income","2025-06-03","7","true","0.514","High_Risk_Customer","Entry_Level"
"39852906","法人","愛知県","42","Age_40s","男性","2018-05-02","プレミアム","10963","Premium_Fee","スマートフォン","5G","35.4","Heavy_Usage","138","口座振替","819","2","5087958","Mid_Income","2025-06-07","20","true","0.328","At_Risk_Customer","Premium_At_Risk"
"81836556","個人","大阪府","56","Age_50s","女性","2023-10-27","ベーシック","2678","Low_Fee","スマートフォン","5G","30.2","Heavy_Usage","567","口座振替","408","2","5527369","Mid_Income","2025-08-12","15","false","0.554","High_Risk_Customer","Entry_Level"
"44901279","法人","静岡県","50","Age_50s","男性","2016-07-04","エンタープライズ","13634","Premium_Fee","スマートフォン","4G","31.1","Heavy_Usage","936","クレジットカード","704","5","12406633","Super_High_Income","2025-07-13","11","true","0.783","Super_High_Risk_Customer","Premium_At_Risk"
"11608271","個人","大阪府","67","Over_60","男性","2016-04-15","スタンダード","5585","Standard_Fee","IoTデバイス","3G","43.6","Heavy_Usage","659","クレジットカード","581","2","4258555","Mid_Income","2025-06-07","20","true","0.272","Stable_Customer","Mid_Stable"
"67718002","個人","静岡県","40","Age_40s","男性","2016-09-17","ベーシック","3494","Standard_Fee","タブレット","3G","28.1","Standard_Usage","524","コンビニ払い","317","1","4606971","Mid_Income","2025-08-13","9","false","0.97","Super_High_Risk_Customer","Entry_Level"
"41027275","法人","兵庫県","70","Over_60","女性","2023-07-25","エンタープライズ","10951","Premium_Fee","タブレット","3G","33.4","Heavy_Usage","948","コンビニ払い","586","2","4251160","Mid_Income","2025-08-11","2","false","0.799","Super_High_Risk_Customer","Premium_At_Risk"
