"customer_id","contract_type","prefecture","age","age_group","gender","contract_date","plan_type","monthly_fee","fee_category","device_type","network_type","data_usage_gb","usage_category","call_minutes","payment_method","credit_score","family_size","annual_income","income_category","last_login_date","support_contacts","is_active","churn_risk_score","risk_category","customer_segment"
"98354150","法人","静岡県","63","Over_60","女性","2019-04-23","エンタープライズ","10666","Premium_Fee","モバイルルーター","3G","5.7","Light_Usage","826","コンビニ払い","324","1","4832607","Mid_Income","2025-05-31","12","false","0.259","Stable_Customer","Premium_Stable"
"33577801","個人","静岡県","63","Over_60","女性","2024-07-09","ベーシック","2049","Low_Fee","スマートフォン","4G","27.9","Standard_Usage","738","口座振替","836","2","12044896","Super_High_Income","2025-08-18","3","true","0.805","Super_High_Risk_Customer","Entry_Level"
"19920459","個人","愛知県","20","Under_30","男性","2022-02-16","ベーシック","3435","Standard_Fee","モバイルルーター","4G","33.3","Heavy_Usage","684","クレジットカード","691","5","7505019","High_Income","2025-07-16","11","true","0.631","High_Risk_Customer","Entry_Level"
"45446715","個人","福岡県","44","Age_40s","女性","2021-12-24","スタンダード","5575","Standard_Fee","モバイルルーター","5G","26.6","Standard_Usage","335","クレジットカード","512","6","2826283","Low_Income","2025-08-01","4","false","0.664","High_Risk_Customer","Mid_At_Risk"
"22141206","個人","北海道","45","Age_40s","女性","2023-08-14","ベーシック","2896","Low_Fee","スマートフォン","3G","7.4","Light_Usage","204","口座振替","665","2","7269930","High_Income","2025-06-27","17","true","0.818","Super_High_Risk_Customer","Entry_Level"
"11525507","法人","大阪府","24","Under_30","女性","2015-10-14","スタンダード","6061","Standard_Fee","IoTデバイス","4G","14.4","Standard_Usage","727","口座振替","818","4","7539049","High_Income","2025-07-06","8","false","0.149","Stable_Customer","Mid_Stable"
"65877841","個人","北海道","76","Over_60","男性","2020-08-21","ベーシック","3770","Standard_Fee","フィーチャーフォン","5G","33.6","Heavy_Usage","930","クレジットカード","536","1","10197279","Super_High_Income","2025-07-19","10","false","0.873","Super_High_Risk_Customer","Entry_Level"
"92960208","個人","埼玉県","21","Under_30","男性","2017-05-07","エンタープライズ","16697","Premium_Fee","タブレット","4G","33.0","Heavy_Usage","205","クレジットカード","447","5","4307444","Mid_Income","2025-07-23","19","false","0.479","At_Risk_Customer","Premium_At_Risk"
"55226581","法人","千葉県","31","Age_30s","男性","2017-03-22","エンタープライズ","12574","Premium_Fee","IoTデバイス","5G","49.2","Heavy_Usage","114","コンビニ払い","323","1","14650386","Super_High_Income","2025-07-21","16","true","0.129","Stable_Customer","Premium_Stable"
"65404648","法人","愛知県","25","Under_30","男性","2020-02-15","スタンダード","4413","Standard_Fee","スマートフォン","3G","37.1","Heavy_Usage","423","請求書払い","734","5","6492592","High_Income","2025-08-20","7","false","0.996","Super_High_Risk_Customer","Entry_Level"
"99481918","個人","愛知県","51","Age_50s","女性","2024-12-11","ベーシック","3027","Standard_Fee","フィーチャーフォン","4G","32.5","Heavy_Usage","682","口座振替","432","5","13483788","Super_High_Income","2025-07-22","4","true","0.037","Stable_Customer","Entry_Level"
"86041254","個人","兵庫県","55","Age_50s","女性","2024-03-21","ベーシック","2983","Low_Fee","タブレット","5G","28.1","Standard_Usage","992","請求書払い","713","5","3782694","Mid_Income","2025-08-02","2","false","0.673","High_Risk_Customer","Entry_Level"
"27568511","法人","神奈川県","44","Age_40s","女性","2024-11-17","ベーシック","2377","Low_Fee","スマートフォン","5G","49.3","Heavy_Usage","379","クレジットカード","781","4","5227791","Mid_Income","2025-08-14","17","false","0.393","At_Risk_Customer","Entry_Level"
"96306177","個人","東京都","47","Age_40s","女性","2021-01-08","プレミアム","8346","High_Fee","スマートフォン","3G","19.1","Standard_Usage","683","クレジットカード","443","4","8018502","High_Income","2025-07-26","4","true","0.782","Super_High_Risk_Customer","Mid_At_Risk"
"41998385","法人","東京都","22","Under_30","女性","2016-01-17","スタンダード","6275","Standard_Fee","フィーチャーフォン","5G","27.1","Standard_Usage","684","コンビニ払い","349","5","10663865","Super_High_Income","2025-06-15","5","true","0.294","Stable_Customer","Mid_Stable"
"71993775","個人","埼玉県","67","Over_60","女性","2022-03-08","スタンダード","6244","Standard_Fee","フィーチャーフォン","4G","32.8","Heavy_Usage","522","口座振替","656","5","2501658","Low_Income","2025-08-15","6","true","0.604","High_Risk_Customer","Mid_At_Risk"
"72281826","個人","兵庫県","35","Age_30s","男性","2024-02-27","エンタープライズ","13191","Premium_Fee","IoTデバイス","4G","29.5","Standard_Usage","468","請求書払い","628","5","7354445","High_Income","2025-07-31","20","true","0.845","Super_High_Risk_Customer","Premium_At_Risk"
"31081048","法人","埼玉県","68","Over_60","男性","2024-05-18","プレミアム","9941","High_Fee","タブレット","3G","31.9","Heavy_Usage","56","請求書払い","460","2","13579277","Super_High_Income","2025-08-23","19","true","0.015","Stable_Customer","Mid_Stable"
"84594420","個人","神奈川県","24","Under_30","男性","2017-05-17","スタンダード","6165","Standard_Fee","IoTデバイス","5G","49.0","Heavy_Usage","508","口座振替","563","4","11143676","Super_High_Income","2025-07-06","11","false","0.34","At_Risk_Customer","Mid_Stable"
"23197767","法人","東京都","36","Age_30s","男性","2022-04-29","スタンダード","4047","Standard_Fee","スマートフォン","3G","22.0","Standard_Usage","548","請求書払い","651","5","2617359","Low_Income","2025-08-22","6","false","0.495","At_Risk_Customer","Entry_Level"
"28715892","法人","東京都","22","Under_30","男性","2016-11-13","スタンダード","6830","Standard_Fee","フィーチャーフォン","5G","41.8","Heavy_Usage","486","コンビニ払い","550","3","9596094","High_Income","2025-08-05","11","true","0.001","Stable_Customer","Mid_Stable"
"51742179","個人","神奈川県","52","Age_50s","女性","2023-11-20","スタンダード","5000","Standard_Fee","フィーチャーフォン","4G","21.1","Standard_Usage","457","コンビニ払い","430","3","5217173","Mid_Income","2025-08-15","13","true","0.43","At_Risk_Customer","Mid_Stable"
"26052276","法人","東京都","66","Over_60","女性","2017-10-27","プレミアム","7919","High_Fee","フィーチャーフォン","3G","23.8","Standard_Usage","189","口座振替","406","2","14114536","Super_High_Income","2025-08-22","6","false","0.6","High_Risk_Customer","Mid_At_Risk"
