"customer_id","contract_type","prefecture","age","age_group","gender","contract_date","plan_type","monthly_fee","fee_category","device_type","network_type","data_usage_gb","usage_category","call_minutes","payment_method","credit_score","family_size","annual_income","income_category","last_login_date","support_contacts","is_active","churn_risk_score","risk_category","customer_segment"
"13354199","法人","兵庫県","49","Age_40s","女性","2019-04-11","スタンダード","5964","Standard_Fee","スマートフォン","5G","23.6","Standard_Usage","999","請求書払い","303","6","9350859","High_Income","2025-08-28","0","false","0.482","At_Risk_Customer","Mid_Stable"
"10279945","個人","神奈川県","44","Age_40s","男性","2017-05-20","ベーシック","3081","Standard_Fee","フィーチャーフォン","4G","46.1","Heavy_Usage","158","請求書払い","727","4","5931647","Mid_Income","2025-07-20","6","true","0.573","High_Risk_Customer","Entry_Level"
"76098434","法人","埼玉県","43","Age_40s","女性","2017-01-07","スタンダード","4397","Standard_Fee","フィーチャーフォン","3G","25.6","Standard_Usage","417","口座振替","555","6","6379209","High_Income","2025-08-23","10","true","0.712","Super_High_Risk_Customer","Entry_Level"
"18321759","法人","大阪府","55","Age_50s","男性","2019-11-25","エンタープライズ","17130","Premium_Fee","フィーチャーフォン","5G","47.5","Heavy_Usage","668","コンビニ払い","591","2","4432214","Mid_Income","2025-07-28","2","false","0.56","High_Risk_Customer","Premium_At_Risk"
"83984639","法人","愛知県","69","Over_60","女性","2022-07-14","スタンダード","6458","Standard_Fee","モバイルルーター","5G","40.4","Heavy_Usage","540","クレジットカード","462","1","3074025","Mid_Income","2025-07-23","4","false","0.413","At_Risk_Customer","Mid_Stable"
"65506632","法人","北海道","44","Age_40s","男性","2016-06-11","エンタープライズ","21500","Premium_Fee","タブレット","3G","35.3","Heavy_Usage","566","クレジットカード","457","2","5761607","Mid_Income","2025-08-05","1","true","0.406","At_Risk_Customer","Premium_At_Risk"
"96407785","法人","千葉県","74","Over_60","男性","2021-12-22","エンタープライズ","23481","Premium_Fee","IoTデバイス","4G","5.5","Light_Usage","6","コンビニ払い","482","6","8638056","High_Income","2025-07-14","18","false","0.075","Stable_Customer","Premium_Stable"
"77280690","法人","愛知県","78","Over_60","男性","2018-10-06","エンタープライズ","16426","Premium_Fee","IoTデバイス","3G","39.1","Heavy_Usage","833","口座振替","410","5","9580837","High_Income","2025-08-12","20","true","0.695","High_Risk_Customer","Premium_At_Risk"
"26148033","法人","東京都","52","Age_50s","男性","2021-10-26","ベーシック","2415","Low_Fee","モバイルルーター","4G","2.8","Light_Usage","520","コンビニ払い","822","2","12332815","Super_High_Income","2025-06-03","13","true","0.347","At_Risk_Customer","Entry_Level"
"78897964","法人","兵庫県","80","Over_60","男性","2024-07-01","ベーシック","2090","Low_Fee","モバイルルーター","4G","44.6","Heavy_Usage","485","コンビニ払い","676","4","14862158","Super_High_Income","2025-07-30","10","true","0.737","Super_High_Risk_Customer","Entry_Level"
"45083272","個人","東京都","37","Age_30s","男性","2018-06-09","プレミアム","7825","High_Fee","スマートフォン","5G","25.8","Standard_Usage","179","コンビニ払い","482","1","10871229","Super_High_Income","2025-08-06","17","false","0.201","Stable_Customer","Mid_Stable"
"82054376","法人","兵庫県","71","Over_60","男性","2017-06-06","スタンダード","6131","Standard_Fee","スマートフォン","5G","12.1","Standard_Usage","602","請求書払い","403","1","8168646","High_Income","2025-08-18","7","true","0.608","High_Risk_Customer","Mid_At_Risk"
"64965822","個人","神奈川県","36","Age_30s","女性","2024-08-29","エンタープライズ","19925","Premium_Fee","モバイルルーター","5G","2.6","Light_Usage","559","コンビニ払い","461","2","10371948","Super_High_Income","2025-08-13","10","true","0.094","Stable_Customer","Premium_Stable"
"15071984","個人","静岡県","68","Over_60","男性","2022-11-29","エンタープライズ","22906","Premium_Fee","IoTデバイス","3G","27.4","Standard_Usage","992","コンビニ払い","751","4","4770022","Mid_Income","2025-06-23","11","false","0.589","High_Risk_Customer","Premium_At_Risk"
"72457800","法人","東京都","20","Under_30","女性","2022-12-07","スタンダード","6317","Standard_Fee","フィーチャーフォン","5G","36.3","Heavy_Usage","966","請求書払い","733","4","7569964","High_Income","2025-06-19","15","false","0.609","High_Risk_Customer","Mid_At_Risk"
"70986249","個人","福岡県","62","Over_60","女性","2019-11-08","エンタープライズ","22995","Premium_Fee","スマートフォン","3G","14.0","Standard_Usage","428","コンビニ払い","350","3","10366130","Super_High_Income","2025-06-26","4","true","0.743","Super_High_Risk_Customer","Premium_At_Risk"
"39082849","個人","北海道","74","Over_60","女性","2019-01-13","スタンダード","4641","Standard_Fee","モバイルルーター","4G","22.2","Standard_Usage","113","口座振替","639","6","6869013","High_Income","2025-07-07","7","false","0.801","Super_High_Risk_Customer","Entry_Level"
"97123211","法人","北海道","50","Age_50s","女性","2023-03-17","ベーシック","3158","Standard_Fee","モバイルルーター","5G","38.2","Heavy_Usage","339","コンビニ払い","825","6","8441919","High_Income","2025-07-16","9","false","0.593","High_Risk_Customer","Entry_Level"
"21286419","個人","福岡県","40","Age_40s","女性","2018-04-09","スタンダード","6613","Standard_Fee","フィーチャーフォン","3G","5.4","Light_Usage","880","クレジットカード","658","4","13232934","Super_High_Income","2025-08-13","0","true","0.326","At_Risk_Customer","Mid_Stable"
"99775666","個人","福岡県","32","Age_30s","男性","2024-06-04","プレミアム","10564","Premium_Fee","IoTデバイス","5G","28.7","Standard_Usage","390","口座振替","444","4","2945099","Low_Income","2025-06-21","7","false","0.094","Stable_Customer","Premium_Stable"
"45950235","個人","兵庫県","19","Under_30","女性","2018-01-12","ベーシック","3396","Standard_Fee","IoTデバイス","3G","5.1","Light_Usage","776","口座振替","499","4","9912403","High_Income","2025-07-20","9","true","0.205","Stable_Customer","Entry_Level"
"79309065","法人","福岡県","31","Age_30s","男性","2020-05-28","ベーシック","3184","Standard_Fee","スマートフォン","3G","22.8","Standard_Usage","832","クレジットカード","750","3","12589466","Super_High_Income","2025-06-17","19","false","0.948","Super_High_Risk_Customer","Entry_Level"
"75989035","個人","北海道","25","Under_30","女性","2024-06-09","エンタープライズ","20041","Premium_Fee","モバイルルーター","3G","46.9","Heavy_Usage","229","コンビニ払い","777","2","10329369","Super_High_Income","2025-07-17","4","true","0.135","Stable_Customer","Premium_Stable"
"51930535","法人","福岡県","42","Age_40s","女性","2021-02-20","ベーシック","3173","Standard_Fee","IoTデバイス","5G","35.2","Heavy_Usage","801","口座振替","659","5","6778472","High_Income","2025-06-07","20","true","0.177","Stable_Customer","Entry_Level"
"10857506","法人","兵庫県","44","Age_40s","女性","2018-01-16","ベーシック","2941","Low_Fee","フィーチャーフォン","5G","10.2","Standard_Usage","870","コンビニ払い","819","3","12629273","Super_High_Income","2025-06-23","20","false","0.492","At_Risk_Customer","Entry_Level"
"82996148","法人","神奈川県","67","Over_60","男性","2018-08-31","プレミアム","10996","Premium_Fee","スマートフォン","4G","31.8","Heavy_Usage","675","クレジットカード","648","1","5592431","Mid_Income","2025-07-19","15","false","0.737","Super_High_Risk_Customer","Premium_At_Risk"
"39382202","個人","福岡県","22","Under_30","女性","2018-08-14","スタンダード","4717","Standard_Fee","タブレット","3G","11.5","Standard_Usage","486","口座振替","723","4","8103852","High_Income","2025-06-22","12","true","0.228","Stable_Customer","Entry_Level"
"15733587","法人","愛知県","26","Under_30","女性","2024-12-14","プレミアム","7965","High_Fee","フィーチャーフォン","4G","14.7","Standard_Usage","464","クレジットカード","471","3","9103048","High_Income","2025-06-19","8","true","0.634","High_Risk_Customer","Mid_At_Risk"
"90493847","法人","静岡県","65","Over_60","女性","2015-09-21","ベーシック","2573","Low_Fee","スマートフォン","4G","9.8","Light_Usage","977","クレジットカード","417","1","11797000","Super_High_Income","2025-07-13","2","true","0.944","Super_High_Risk_Customer","Entry_Level"
"87370015","法人","兵庫県","27","Under_30","男性","2024-09-21","エンタープライズ","12376","Premium_Fee","スマートフォン","4G","24.8","Standard_Usage","116","口座振替","572","2","13554337","Super_High_Income","2025-06-25","2","false","0.025","Stable_Customer","Premium_Stable"
"83475739","法人","愛知県","19","Under_30","女性","2017-10-11","スタンダード","6904","Standard_Fee","フィーチャーフォン","4G","5.3","Light_Usage","878","請求書払い","557","6","7411788","High_Income","2025-07-15","4","true","0.124","Stable_Customer","Mid_Stable"
