"customer_id","contract_type","prefecture","age","age_group","gender","contract_date","plan_type","monthly_fee","fee_category","device_type","network_type","data_usage_gb","usage_category","call_minutes","payment_method","credit_score","family_size","annual_income","income_category","last_login_date","support_contacts","is_active","churn_risk_score","risk_category","customer_segment"
"88215927","個人","大阪府","60","Over_60","男性","2022-08-20","スタンダード","4068","Standard_Fee","フィーチャーフォン","5G","1.7","Light_Usage","505","請求書払い","505","6","12250988","Super_High_Income","2025-05-31","18","true","0.748","Super_High_Risk_Customer","Entry_Level"
"43545505","個人","神奈川県","34","Age_30s","女性","2023-07-23","ベーシック","2986","Low_Fee","フィーチャーフォン","3G","12.4","Standard_Usage","250","コンビニ払い","449","1","11268465","Super_High_Income","2025-08-06","9","true","0.34","At_Risk_Customer","Entry_Level"
"37231559","個人","愛知県","53","Age_50s","女性","2025-04-14","ベーシック","2877","Low_Fee","スマートフォン","5G","33.4","Heavy_Usage","999","口座振替","616","3","9801754","High_Income","2025-08-14","3","false","0.906","Super_High_Risk_Customer","Entry_Level"
"72267557","法人","北海道","33","Age_30s","男性","2016-03-21","ベーシック","3128","Standard_Fee","IoTデバイス","3G","20.3","Standard_Usage","256","請求書払い","466","6","6654535","High_Income","2025-08-22","9","true","0.602","High_Risk_Customer","Entry_Level"
"79793012","個人","千葉県","57","Age_50s","女性","2017-09-16","ベーシック","3360","Standard_Fee","IoTデバイス","4G","20.8","Standard_Usage","655","クレジットカード","719","3","4440543","Mid_Income","2025-07-09","3","true","0.893","Super_High_Risk_Customer","Entry_Level"
"91202352","法人","福岡県","76","Over_60","男性","2019-10-16","ベーシック","3124","Standard_Fee","IoTデバイス","5G","19.1","Standard_Usage","967","コンビニ払い","407","6","6723963","High_Income","2025-08-10","14","false","0.485","At_Risk_Customer","Entry_Level"
"75472934","法人","大阪府","72","Over_60","女性","2023-01-21","プレミアム","7490","High_Fee","IoTデバイス","3G","48.9","Heavy_Usage","263","口座振替","371","1","9895981","High_Income","2025-06-30","8","true","0.127","Stable_Customer","Mid_Stable"
"67509379","法人","静岡県","66","Over_60","女性","2017-07-17","エンタープライズ","17363","Premium_Fee","タブレット","4G","36.6","Heavy_Usage","756","コンビニ払い","319","2","10743396","Super_High_Income","2025-07-21","6","false","1.0","Super_High_Risk_Customer","Premium_At_Risk"
"13607733","個人","神奈川県","79","Over_60","女性","2017-01-16","ベーシック","2704","Low_Fee","フィーチャーフォン","5G","9.6","Light_Usage","163","口座振替","451","1","14047848","Super_High_Income","2025-06-11","0","false","0.597","High_Risk_Customer","Entry_Level"
"45167655","個人","埼玉県","20","Under_30","女性","2022-02-21","ベーシック","3251","Standard_Fee","モバイルルーター","3G","15.3","Standard_Usage","856","コンビニ払い","568","2","6793171","High_Income","2025-07-13","9","true","0.73","Super_High_Risk_Customer","Entry_Level"
"61804177","個人","愛知県","75","Over_60","男性","2018-05-07","プレミアム","10248","Premium_Fee","モバイルルーター","4G","45.7","Heavy_Usage","168","クレジットカード","842","4","11615721","Super_High_Income","2025-07-24","16","true","0.649","High_Risk_Customer","Premium_At_Risk"
"45264620","個人","大阪府","40","Age_40s","男性","2018-06-28","スタンダード","5809","Standard_Fee","モバイルルーター","3G","27.7","Standard_Usage","730","口座振替","632","1","13231370","Super_High_Income","2025-08-19","4","true","0.438","At_Risk_Customer","Mid_Stable"
"30672611","法人","東京都","51","Age_50s","男性","2020-05-17","ベーシック","2702","Low_Fee","IoTデバイス","5G","35.1","Heavy_Usage","70","請求書払い","336","5","9730234","High_Income","2025-06-03","6","false","0.02","Stable_Customer","Entry_Level"
"73532472","法人","神奈川県","24","Under_30","女性","2022-01-28","ベーシック","2925","Low_Fee","タブレット","4G","20.4","Standard_Usage","897","口座振替","345","2","7032260","High_Income","2025-07-18","0","false","0.531","High_Risk_Customer","Entry_Level"
"57549834","法人","千葉県","19","Under_30","男性","2024-11-16","ベーシック","2605","Low_Fee","スマートフォン","5G","36.8","Heavy_Usage","70","請求書払い","822","2","2545377","Low_Income","2025-06-21","3","true","0.758","Super_High_Risk_Customer","Entry_Level"
