"customer_id","contract_type","prefecture","age","age_group","gender","contract_date","plan_type","monthly_fee","fee_category","device_type","network_type","data_usage_gb","usage_category","call_minutes","payment_method","credit_score","family_size","annual_income","income_category","last_login_date","support_contacts","is_active","churn_risk_score","risk_category","customer_segment"
"70977241","個人","神奈川県","47","Age_40s","女性","2019-12-02","ベーシック","2546","Low_Fee","IoTデバイス","3G","43.2","Heavy_Usage","518","請求書払い","395","5","2658588","Low_Income","2025-06-17","20","true","0.106","Stable_Customer","Entry_Level"
"40204781","個人","北海道","61","Over_60","女性","2022-11-24","エンタープライズ","11012","Premium_Fee","フィーチャーフォン","4G","34.9","Heavy_Usage","467","クレジットカード","456","1","9046549","High_Income","2025-08-04","12","false","0.261","Stable_Customer","Premium_Stable"
"23573781","法人","埼玉県","33","Age_30s","男性","2019-11-28","ベーシック","2123","Low_Fee","IoTデバイス","5G","44.4","Heavy_Usage","757","口座振替","693","5","10998187","Super_High_Income","2025-06-04","10","false","0.357","At_Risk_Customer","Entry_Level"
"71456191","個人","埼玉県","20","Under_30","男性","2021-01-17","ベーシック","3885","Standard_Fee","IoTデバイス","4G","49.5","Heavy_Usage","674","請求書払い","695","1","3498315","Mid_Income","2025-06-01","19","false","0.408","At_Risk_Customer","Entry_Level"
"54078174","個人","兵庫県","67","Over_60","男性","2017-02-08","スタンダード","5414","Standard_Fee","IoTデバイス","4G","29.6","Standard_Usage","593","口座振替","749","2","9902462","High_Income","2025-08-28","14","false","0.743","Super_High_Risk_Customer","Mid_At_Risk"
"10937242","個人","北海道","31","Age_30s","女性","2016-11-20","プレミアム","8822","High_Fee","モバイルルーター","4G","11.9","Standard_Usage","110","クレジットカード","491","2","3235477","Mid_Income","2025-06-20","3","true","0.274","Stable_Customer","Mid_Stable"
"30157727","法人","埼玉県","75","Over_60","男性","2024-05-22","スタンダード","6127","Standard_Fee","フィーチャーフォン","3G","2.1","Light_Usage","156","請求書払い","710","4","9306183","High_Income","2025-05-30","11","false","0.409","At_Risk_Customer","Mid_Stable"
"94880716","法人","埼玉県","18","Under_30","女性","2016-04-19","プレミアム","8682","High_Fee","フィーチャーフォン","5G","36.5","Heavy_Usage","23","請求書払い","583","1","6046174","High_Income","2025-06-06","8","true","0.611","High_Risk_Customer","Mid_At_Risk"
"92942972","法人","大阪府","76","Over_60","女性","2018-04-14","エンタープライズ","11375","Premium_Fee","IoTデバイス","4G","9.6","Light_Usage","671","口座振替","769","4","4514156","Mid_Income","2025-06-28","1","true","0.784","Super_High_Risk_Customer","Premium_At_Risk"
"82072106","個人","神奈川県","27","Under_30","男性","2018-08-31","ベーシック","3491","Standard_Fee","フィーチャーフォン","3G","21.6","Standard_Usage","318","クレジットカード","346","3","10401098","Super_High_Income","2025-07-01","19","false","0.732","Super_High_Risk_Customer","Entry_Level"
"75451201","個人","埼玉県","53","Age_50s","女性","2023-08-16","スタンダード","5678","Standard_Fee","フィーチャーフォン","4G","20.4","Standard_Usage","908","請求書払い","379","3","8202656","High_Income","2025-08-28","11","false","0.801","Super_High_Risk_Customer","Mid_At_Risk"
"91082364","法人","静岡県","64","Over_60","男性","2020-02-10","スタンダード","5813","Standard_Fee","モバイルルーター","4G","21.2","Standard_Usage","436","口座振替","337","5","5828947","Mid_Income","2025-07-09","3","true","0.263","Stable_Customer","Mid_Stable"
"11663570","個人","埼玉県","47","Age_40s","男性","2020-11-27","エンタープライズ","18694","Premium_Fee","スマートフォン","4G","27.9","Standard_Usage","456","請求書払い","583","3","8669005","High_Income","2025-06-05","10","false","0.248","Stable_Customer","Premium_Stable"
"92438576","法人","千葉県","29","Under_30","男性","2016-10-20","プレミアム","9622","High_Fee","スマートフォン","4G","23.8","Standard_Usage","328","クレジットカード","583","6","8079532","High_Income","2025-06-30","20","false","0.729","Super_High_Risk_Customer","Mid_At_Risk"
"82001389","個人","千葉県","44","Age_40s","女性","2021-08-15","エンタープライズ","16091","Premium_Fee","IoTデバイス","5G","35.0","Heavy_Usage","746","クレジットカード","536","4","8759788","High_Income","2025-06-05","17","true","0.588","High_Risk_Customer","Premium_At_Risk"
"16272337","法人","静岡県","38","Age_30s","男性","2024-01-08","スタンダード","6747","Standard_Fee","モバイルルーター","3G","41.9","Heavy_Usage","423","請求書払い","324","6","13802760","Super_High_Income","2025-06-26","4","false","0.033","Stable_Customer","Mid_Stable"
"51353669","個人","千葉県","32","Age_30s","男性","2017-06-23","スタンダード","6779","Standard_Fee","モバイルルーター","3G","47.5","Heavy_Usage","853","コンビニ払い","305","4","13635940","Super_High_Income","2025-07-09","8","false","0.309","At_Risk_Customer","Mid_Stable"
"50581776","法人","埼玉県","78","Over_60","女性","2015-11-09","プレミアム","10317","Premium_Fee","スマートフォン","3G","5.0","Light_Usage","725","請求書払い","822","5","6760609","High_Income","2025-08-15","7","true","0.06","Stable_Customer","Premium_Stable"
"63377368","法人","静岡県","25","Under_30","女性","2019-01-30","ベーシック","2839","Low_Fee","スマートフォン","5G","35.3","Heavy_Usage","934","口座振替","757","1","4976349","Mid_Income","2025-07-22","11","false","0.523","High_Risk_Customer","Entry_Level"
"99395544","個人","千葉県","50","Age_50s","男性","2021-12-14","ベーシック","3270","Standard_Fee","モバイルルーター","5G","3.4","Light_Usage","721","口座振替","343","1","6015901","High_Income","2025-06-15","3","true","0.667","High_Risk_Customer","Entry_Level"
"46546621","法人","千葉県","63","Over_60","女性","2017-08-18","スタンダード","4674","Standard_Fee","タブレット","3G","28.7","Standard_Usage","488","請求書払い","309","3","8501768","High_Income","2025-07-28","11","false","0.88","Super_High_Risk_Customer","Entry_Level"
"93516716","個人","千葉県","23","Under_30","女性","2017-10-03","ベーシック","2512","Low_Fee","タブレット","5G","40.3","Heavy_Usage","173","コンビニ払い","620","5","3485412","Mid_Income","2025-07-10","19","true","0.899","Super_High_Risk_Customer","Entry_Level"
