"customer_id","contract_type","prefecture","age","age_group","gender","contract_date","plan_type","monthly_fee","fee_category","device_type","network_type","data_usage_gb","usage_category","call_minutes","payment_method","credit_score","family_size","annual_income","income_category","last_login_date","support_contacts","is_active","churn_risk_score","risk_category","customer_segment"
"11520225","個人","兵庫県","67","Over_60","男性","2024-01-05","プレミアム","7783","High_Fee","IoTデバイス","5G","6.5","Light_Usage","452","コンビニ払い","567","2","6659601","High_Income","2025-06-04","16","true","0.029","Stable_Customer","Mid_Stable"
"77630173","個人","静岡県","27","Under_30","女性","2025-03-10","エンタープライズ","22980","Premium_Fee","モバイルルーター","4G","34.5","Heavy_Usage","788","コンビニ払い","397","6","6930193","High_Income","2025-06-09","15","false","0.67","High_Risk_Customer","Premium_At_Risk"
"44591619","法人","神奈川県","62","Over_60","男性","2021-08-14","プレミアム","9688","High_Fee","フィーチャーフォン","4G","7.6","Light_Usage","409","請求書払い","498","4","3451816","Mid_Income","2025-08-09","8","true","0.147","Stable_Customer","Mid_Stable"
"55597147","法人","東京都","54","Age_50s","女性","2015-10-31","ベーシック","2400","Low_Fee","モバイルルーター","4G","39.9","Heavy_Usage","396","コンビニ払い","590","2","7746109","High_Income","2025-06-06","18","true","0.817","Super_High_Risk_Customer","Entry_Level"
"99306230","個人","北海道","54","Age_50s","女性","2024-02-13","プレミアム","9840","High_Fee","タブレット","3G","32.6","Heavy_Usage","878","コンビニ払い","391","1","8115276","High_Income","2025-06-02","18","false","0.593","High_Risk_Customer","Mid_At_Risk"
"95731760","法人","東京都","21","Under_30","女性","2021-02-24","プレミアム","9645","High_Fee","モバイルルーター","5G","7.0","Light_Usage","15","クレジットカード","531","3","5290889","Mid_Income","2025-07-31","14","false","0.305","At_Risk_Customer","Mid_Stable"
"75734055","個人","兵庫県","21","Under_30","女性","2018-11-30","プレミアム","7183","High_Fee","タブレット","5G","9.0","Light_Usage","80","クレジットカード","828","1","10523004","Super_High_Income","2025-08-12","10","false","0.273","Stable_Customer","Mid_Stable"
"79893743","個人","北海道","37","Age_30s","男性","2023-02-17","エンタープライズ","11763","Premium_Fee","モバイルルーター","5G","11.6","Standard_Usage","676","コンビニ払い","646","5","7387250","High_Income","2025-06-01","7","false","0.866","Super_High_Risk_Customer","Premium_At_Risk"
"71055594","個人","東京都","78","Over_60","女性","2025-07-13","スタンダード","4188","Standard_Fee","IoTデバイス","3G","39.8","Heavy_Usage","494","請求書払い","400","6","2793805","Low_Income","2025-07-03","7","true","0.413","At_Risk_Customer","Entry_Level"
"24099051","個人","東京都","38","Age_30s","女性","2016-05-15","エンタープライズ","11192","Premium_Fee","フィーチャーフォン","4G","2.6","Light_Usage","568","口座振替","765","3","3064445","Mid_Income","2025-06-25","18","true","0.198","Stable_Customer","Premium_Stable"
"66211585","法人","兵庫県","61","Over_60","女性","2020-07-17","エンタープライズ","14105","Premium_Fee","スマートフォン","3G","18.8","Standard_Usage","245","請求書払い","801","3","13513125","Super_High_Income","2025-08-14","2","false","0.683","High_Risk_Customer","Premium_At_Risk"
"98135444","法人","埼玉県","28","Under_30","女性","2022-02-22","プレミアム","10766","Premium_Fee","モバイルルーター","3G","43.5","Heavy_Usage","857","請求書払い","592","6","6738503","High_Income","2025-07-09","20","true","0.374","At_Risk_Customer","Premium_At_Risk"
"70110434","法人","福岡県","23","Under_30","男性","2021-01-11","ベーシック","2620","Low_Fee","モバイルルーター","4G","1.7","Light_Usage","155","クレジットカード","318","3","10635543","Super_High_Income","2025-07-15","11","false","0.508","High_Risk_Customer","Entry_Level"
"19607994","法人","北海道","50","Age_50s","男性","2020-08-21","エンタープライズ","22333","Premium_Fee","IoTデバイス","4G","18.7","Standard_Usage","119","クレジットカード","549","6","12013534","Super_High_Income","2025-08-25","12","true","0.314","At_Risk_Customer","Premium_At_Risk"
"36225388","法人","神奈川県","23","Under_30","女性","2017-12-11","エンタープライズ","18337","Premium_Fee","タブレット","3G","37.0","Heavy_Usage","917","請求書払い","591","4","5637884","Mid_Income","2025-07-12","6","false","0.353","At_Risk_Customer","Premium_At_Risk"
"78878865","個人","大阪府","79","Over_60","男性","2019-05-03","ベーシック","3791","Standard_Fee","IoTデバイス","4G","33.2","Heavy_Usage","860","コンビニ払い","599","1","7144333","High_Income","2025-07-24","15","false","0.177","Stable_Customer","Entry_Level"
"51809130","個人","大阪府","59","Age_50s","女性","2023-03-15","ベーシック","3205","Standard_Fee","スマートフォン","4G","4.5","Light_Usage","827","口座振替","740","6","8540096","High_Income","2025-06-02","4","false","0.577","High_Risk_Customer","Entry_Level"
"66442559","個人","大阪府","63","Over_60","男性","2021-09-22","エンタープライズ","19394","Premium_Fee","IoTデバイス","3G","46.1","Heavy_Usage","830","クレジットカード","848","2","10220021","Super_High_Income","2025-08-20","6","true","0.997","Super_High_Risk_Customer","Premium_At_Risk"
"31700158","法人","静岡県","38","Age_30s","男性","2017-06-17","エンタープライズ","23203","Premium_Fee","モバイルルーター","3G","1.9","Light_Usage","234","クレジットカード","452","6","12377587","Super_High_Income","2025-07-13","5","false","0.057","Stable_Customer","Premium_Stable"
"76341854","個人","静岡県","61","Over_60","男性","2016-09-08","エンタープライズ","10118","Premium_Fee","タブレット","4G","46.2","Heavy_Usage","36","口座振替","511","2","14373925","Super_High_Income","2025-06-27","8","true","0.933","Super_High_Risk_Customer","Premium_At_Risk"
"52561544","個人","兵庫県","59","Age_50s","女性","2025-07-02","ベーシック","3136","Standard_Fee","モバイルルーター","4G","5.0","Light_Usage","403","請求書払い","741","3","10595969","Super_High_Income","2025-07-04","20","true","0.04","Stable_Customer","Entry_Level"
"34090870","法人","東京都","69","Over_60","男性","2018-10-10","ベーシック","3100","Standard_Fee","モバイルルーター","4G","14.5","Standard_Usage","562","コンビニ払い","691","5","10239223","Super_High_Income","2025-06-02","20","true","0.723","Super_High_Risk_Customer","Entry_Level"
"71437948","法人","兵庫県","54","Age_50s","女性","2022-02-06","エンタープライズ","12975","Premium_Fee","タブレット","4G","25.1","Standard_Usage","37","請求書払い","833","6","6798308","High_Income","2025-06-10","14","false","0.383","At_Risk_Customer","Premium_At_Risk"
"66927559","法人","神奈川県","18","Under_30","男性","2020-12-17","エンタープライズ","21968","Premium_Fee","IoTデバイス","4G","14.5","Standard_Usage","861","口座振替","522","2","5065915","Mid_Income","2025-06-24","16","true","0.498","At_Risk_Customer","Premium_At_Risk"
"75390066","法人","東京都","70","Over_60","女性","2020-11-23","プレミアム","10807","Premium_Fee","スマートフォン","4G","10.0","Standard_Usage","566","コンビニ払い","849","2","11153993","Super_High_Income","2025-08-13","5","false","0.661","High_Risk_Customer","Premium_At_Risk"
"15304356","法人","大阪府","32","Age_30s","女性","2023-01-14","エンタープライズ","11764","Premium_Fee","スマートフォン","5G","14.7","Standard_Usage","617","請求書払い","754","5","12069433","Super_High_Income","2025-07-29","1","true","0.156","Stable_Customer","Premium_Stable"
"36890957","個人","埼玉県","79","Over_60","男性","2022-06-12","スタンダード","5599","Standard_Fee","フィーチャーフォン","4G","9.4","Light_Usage","1000","クレジットカード","643","5","9383999","High_Income","2025-07-04","15","false","0.048","Stable_Customer","Mid_Stable"
"78043954","法人","愛知県","28","Under_30","男性","2017-03-16","エンタープライズ","14567","Premium_Fee","フィーチャーフォン","3G","2.9","Light_Usage","908","口座振替","581","1","10555418","Super_High_Income","2025-07-31","10","true","0.046","Stable_Customer","Premium_Stable"
